No,year,month,day,hour,pm2.5,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir,datetime,cbwd_NE,cbwd_NW,cbwd_SE,cbwd_cv,day_of_week,season,hour_category,hour_cat_afternoon,hour_cat_evening,hour_cat_morning,hour_cat_night
109,2010,1,5,12,27.0,-25,-12.0,1034.0,NE,39.35,0,0,2010-01-05 12:00:00,True,False,False,False,1,1,afternoon,True,False,False,False
110,2010,1,5,13,39.0,-24,-11.0,1032.0,NE,41.14,0,0,2010-01-05 13:00:00,True,False,False,False,1,1,afternoon,True,False,False,False
111,2010,1,5,14,41.0,-22,-11.0,1032.0,cv,0.89,0,0,2010-01-05 14:00:00,False,False,False,True,1,1,afternoon,True,False,False,False
112,2010,1,5,15,33.0,-23,-11.0,1031.0,NW,1.79,0,0,2010-01-05 15:00:00,False,True,False,False,1,1,afternoon,True,False,False,False
113,2010,1,5,16,50.0,-24,-11.0,1031.0,NW,3.58,0,0,2010-01-05 16:00:00,False,True,False,False,1,1,afternoon,True,False,False,False
114,2010,1,5,17,56.0,-23,-11.0,1031.0,NW,5.37,0,0,2010-01-05 17:00:00,False,True,False,False,1,1,afternoon,True,False,False,False
115,2010,1,5,18,59.0,-23,-11.0,1032.0,NW,7.16,0,0,2010-01-05 18:00:00,False,True,False,False,1,1,evening,False,True,False,False
116,2010,1,5,19,60.0,-22,-13.0,1033.0,NW,10.29,0,0,2010-01-05 19:00:00,False,True,False,False,1,1,evening,False,True,False,False
117,2010,1,5,20,84.0,-22,-12.0,1033.0,NW,13.42,0,0,2010-01-05 20:00:00,False,True,False,False,1,1,evening,False,True,False,False
118,2010,1,5,21,106.0,-24,-18.0,1033.0,NW,16.55,0,0,2010-01-05 21:00:00,False,True,False,False,1,1,evening,False,True,False,False
119,2010,1,5,22,66.0,-22,-13.0,1034.0,NW,20.57,0,0,2010-01-05 22:00:00,False,True,False,False,1,1,evening,False,True,False,False
120,2010,1,5,23,50.0,-22,-16.0,1033.0,NW,23.7,0,0,2010-01-05 23:00:00,False,True,False,False,1,1,evening,False,True,False,False
121,2010,1,6,0,56.0,-25,-17.0,1033.0,NW,26.83,0,0,2010-01-06 00:00:00,False,True,False,False,2,1,night,False,False,False,True
122,2010,1,6,1,77.0,-25,-14.0,1033.0,NE,4.02,0,0,2010-01-06 01:00:00,True,False,False,False,2,1,night,False,False,False,True
123,2010,1,6,2,50.0,-26,-14.0,1034.0,NE,8.04,0,0,2010-01-06 02:00:00,True,False,False,False,2,1,night,False,False,False,True
124,2010,1,6,3,44.0,-26,-14.0,1033.0,NE,13.85,0,0,2010-01-06 03:00:00,True,False,False,False,2,1,night,False,False,False,True
125,2010,1,6,4,27.0,-26,-14.0,1033.0,NE,17.87,0,0,2010-01-06 04:00:00,True,False,False,False,2,1,night,False,False,False,True
126,2010,1,6,5,28.0,-26,-14.0,1033.0,NE,23.68,0,0,2010-01-06 05:00:00,True,False,False,False,2,1,night,False,False,False,True
127,2010,1,6,6,21.0,-26,-14.0,1033.0,NE,28.6,0,0,2010-01-06 06:00:00,True,False,False,False,2,1,morning,False,False,True,False
128,2010,1,6,7,25.0,-26,-15.0,1034.0,NE,33.52,0,0,2010-01-06 07:00:00,True,False,False,False,2,1,morning,False,False,True,False
129,2010,1,6,8,20.0,-26,-14.0,1034.0,NE,39.33,0,0,2010-01-06 08:00:00,True,False,False,False,2,1,morning,False,False,True,False
130,2010,1,6,9,29.0,-25,-13.0,1035.0,NE,44.25,0,0,2010-01-06 09:00:00,True,False,False,False,2,1,morning,False,False,True,False
131,2010,1,6,10,34.0,-25,-12.0,1035.0,NE,50.06,0,0,2010-01-06 10:00:00,True,False,False,False,2,1,morning,False,False,True,False
132,2010,1,6,11,42.0,-24,-11.0,1035.0,NE,54.98,0,0,2010-01-06 11:00:00,True,False,False,False,2,1,morning,False,False,True,False
133,2010,1,6,12,28.0,-24,-10.0,1034.0,NE,59.0,0,0,2010-01-06 12:00:00,True,False,False,False,2,1,afternoon,True,False,False,False
134,2010,1,6,13,36.0,-22,-10.0,1033.0,NW,4.02,0,0,2010-01-06 13:00:00,False,True,False,False,2,1,afternoon,True,False,False,False
135,2010,1,6,14,48.0,-22,-9.0,1033.0,NW,5.81,0,0,2010-01-06 14:00:00,False,True,False,False,2,1,afternoon,True,False,False,False
136,2010,1,6,15,49.0,-22,-8.0,1033.0,cv,0.89,0,0,2010-01-06 15:00:00,False,False,False,True,2,1,afternoon,True,False,False,False
137,2010,1,6,16,52.0,-22,-8.0,1033.0,NW,1.79,0,0,2010-01-06 16:00:00,False,True,False,False,2,1,afternoon,True,False,False,False
138,2010,1,6,17,56.0,-21,-9.0,1033.0,NW,3.58,0,0,2010-01-06 17:00:00,False,True,False,False,2,1,afternoon,True,False,False,False
139,2010,1,6,18,96.0,-22,-9.0,1033.0,NW,5.37,0,0,2010-01-06 18:00:00,False,True,False,False,2,1,evening,False,True,False,False
140,2010,1,6,19,75.0,-22,-14.0,1034.0,cv,0.89,0,0,2010-01-06 19:00:00,False,False,False,True,2,1,evening,False,True,False,False
141,2010,1,6,20,105.0,-22,-12.0,1035.0,NW,1.79,0,0,2010-01-06 20:00:00,False,True,False,False,2,1,evening,False,True,False,False
142,2010,1,6,21,132.0,-21,-14.0,1034.0,NW,3.58,0,0,2010-01-06 21:00:00,False,True,False,False,2,1,evening,False,True,False,False
143,2010,1,6,22,93.0,-22,-16.0,1035.0,NW,5.37,0,0,2010-01-06 22:00:00,False,True,False,False,2,1,evening,False,True,False,False
144,2010,1,6,23,131.0,-21,-16.0,1035.0,NW,7.16,0,0,2010-01-06 23:00:00,False,True,False,False,2,1,evening,False,True,False,False
145,2010,1,7,0,127.0,-21,-16.0,1035.0,NW,8.95,0,0,2010-01-07 00:00:00,False,True,False,False,3,1,night,False,False,False,True
146,2010,1,7,1,130.0,-21,-16.0,1035.0,cv,0.45,0,0,2010-01-07 01:00:00,False,False,False,True,3,1,night,False,False,False,True
147,2010,1,7,2,43.0,-22,-18.0,1036.0,cv,1.34,0,0,2010-01-07 02:00:00,False,False,False,True,3,1,night,False,False,False,True
148,2010,1,7,3,37.0,-23,-15.0,1036.0,NW,4.02,0,0,2010-01-07 03:00:00,False,True,False,False,3,1,night,False,False,False,True
149,2010,1,7,4,30.0,-24,-16.0,1035.0,NW,7.15,0,0,2010-01-07 04:00:00,False,True,False,False,3,1,night,False,False,False,True
150,2010,1,7,5,28.0,-25,-15.0,1035.0,NW,10.28,0,0,2010-01-07 05:00:00,False,True,False,False,3,1,night,False,False,False,True
151,2010,1,7,6,24.0,-24,-15.0,1035.0,NW,14.3,0,0,2010-01-07 06:00:00,False,True,False,False,3,1,morning,False,False,True,False
152,2010,1,7,7,23.0,-25,-13.0,1036.0,NE,4.92,0,0,2010-01-07 07:00:00,True,False,False,False,3,1,morning,False,False,True,False
153,2010,1,7,8,24.0,-24,-14.0,1036.0,NW,4.02,0,0,2010-01-07 08:00:00,False,True,False,False,3,1,morning,False,False,True,False
154,2010,1,7,9,27.0,-23,-12.0,1036.0,NW,8.94,0,0,2010-01-07 09:00:00,False,True,False,False,3,1,morning,False,False,True,False
155,2010,1,7,10,40.0,-22,-11.0,1036.0,NW,12.96,0,0,2010-01-07 10:00:00,False,True,False,False,3,1,morning,False,False,True,False
156,2010,1,7,11,42.0,-20,-10.0,1036.0,NW,16.09,0,0,2010-01-07 11:00:00,False,True,False,False,3,1,morning,False,False,True,False
157,2010,1,7,12,42.0,-21,-9.0,1035.0,NW,19.22,0,0,2010-01-07 12:00:00,False,True,False,False,3,1,afternoon,True,False,False,False
158,2010,1,7,13,55.0,-21,-8.0,1034.0,NW,21.01,0,0,2010-01-07 13:00:00,False,True,False,False,3,1,afternoon,True,False,False,False
159,2010,1,7,14,52.0,-20,-7.0,1033.0,NW,22.8,0,0,2010-01-07 14:00:00,False,True,False,False,3,1,afternoon,True,False,False,False
160,2010,1,7,15,51.0,-20,-7.0,1032.0,NW,24.59,0,0,2010-01-07 15:00:00,False,True,False,False,3,1,afternoon,True,False,False,False
161,2010,1,7,16,57.0,-18,-8.0,1032.0,NW,26.38,0,0,2010-01-07 16:00:00,False,True,False,False,3,1,afternoon,True,False,False,False
162,2010,1,7,17,50.0,-19,-9.0,1032.0,NW,28.17,0,0,2010-01-07 17:00:00,False,True,False,False,3,1,afternoon,True,False,False,False
163,2010,1,7,18,54.0,-19,-11.0,1032.0,NE,0.89,0,0,2010-01-07 18:00:00,True,False,False,False,3,1,evening,False,True,False,False
164,2010,1,7,19,67.0,-18,-11.0,1033.0,NW,1.79,0,0,2010-01-07 19:00:00,False,True,False,False,3,1,evening,False,True,False,False
165,2010,1,7,20,106.0,-19,-15.0,1032.0,NE,1.79,0,0,2010-01-07 20:00:00,True,False,False,False,3,1,evening,False,True,False,False
166,2010,1,7,21,159.0,-19,-14.0,1032.0,cv,0.45,0,0,2010-01-07 21:00:00,False,False,False,True,3,1,evening,False,True,False,False
167,2010,1,7,22,198.0,-21,-14.0,1032.0,cv,1.34,0,0,2010-01-07 22:00:00,False,False,False,True,3,1,evening,False,True,False,False
168,2010,1,7,23,190.0,-21,-16.0,1032.0,cv,2.23,0,0,2010-01-07 23:00:00,False,False,False,True,3,1,evening,False,True,False,False
169,2010,1,8,0,210.0,-21,-17.0,1031.0,NW,1.79,0,0,2010-01-08 00:00:00,False,True,False,False,4,1,night,False,False,False,True
170,2010,1,8,1,195.0,-19,-16.0,1031.0,NW,3.58,0,0,2010-01-08 01:00:00,False,True,False,False,4,1,night,False,False,False,True
171,2010,1,8,2,275.0,-20,-16.0,1031.0,NE,0.89,0,0,2010-01-08 02:00:00,True,False,False,False,4,1,night,False,False,False,True
172,2010,1,8,3,164.0,-19,-15.0,1030.0,SE,0.89,0,0,2010-01-08 03:00:00,False,False,True,False,4,1,night,False,False,False,True
173,2010,1,8,4,110.0,-18,-15.0,1030.0,cv,0.45,0,0,2010-01-08 04:00:00,False,False,False,True,4,1,night,False,False,False,True
174,2010,1,8,5,100.0,-18,-15.0,1029.0,cv,1.34,0,0,2010-01-08 05:00:00,False,False,False,True,4,1,night,False,False,False,True
175,2010,1,8,6,81.0,-18,-15.0,1029.0,NW,1.79,0,0,2010-01-08 06:00:00,False,True,False,False,4,1,morning,False,False,True,False
176,2010,1,8,7,71.0,-16,-13.0,1029.0,NE,0.89,0,0,2010-01-08 07:00:00,True,False,False,False,4,1,morning,False,False,True,False
177,2010,1,8,8,66.0,-16,-12.0,1029.0,SE,0.89,0,0,2010-01-08 08:00:00,False,False,True,False,4,1,morning,False,False,True,False
178,2010,1,8,9,92.0,-16,-12.0,1030.0,SE,1.78,0,0,2010-01-08 09:00:00,False,False,True,False,4,1,morning,False,False,True,False
179,2010,1,8,10,135.0,-17,-10.0,1030.0,NE,0.89,0,0,2010-01-08 10:00:00,True,False,False,False,4,1,morning,False,False,True,False
180,2010,1,8,11,155.0,-16,-10.0,1029.0,cv,0.89,0,0,2010-01-08 11:00:00,False,False,False,True,4,1,morning,False,False,True,False
181,2010,1,8,12,198.0,-16,-9.0,1028.0,SE,3.13,0,0,2010-01-08 12:00:00,False,False,True,False,4,1,afternoon,True,False,False,False
182,2010,1,8,13,250.0,-15,-8.0,1026.0,SE,4.92,0,0,2010-01-08 13:00:00,False,False,True,False,4,1,afternoon,True,False,False,False
183,2010,1,8,14,200.0,-16,-8.0,1026.0,cv,0.89,0,0,2010-01-08 14:00:00,False,False,False,True,4,1,afternoon,True,False,False,False
184,2010,1,8,15,231.0,-16,-8.0,1025.0,cv,1.78,0,0,2010-01-08 15:00:00,False,False,False,True,4,1,afternoon,True,False,False,False
185,2010,1,8,16,250.0,-16,-8.0,1025.0,cv,2.67,0,0,2010-01-08 16:00:00,False,False,False,True,4,1,afternoon,True,False,False,False
186,2010,1,8,17,212.0,-17,-8.0,1025.0,SE,0.89,0,0,2010-01-08 17:00:00,False,False,True,False,4,1,afternoon,True,False,False,False
187,2010,1,8,18,219.0,-17,-9.0,1026.0,cv,0.45,0,0,2010-01-08 18:00:00,False,False,False,True,4,1,evening,False,True,False,False
188,2010,1,8,19,227.0,-17,-11.0,1026.0,cv,1.34,0,0,2010-01-08 19:00:00,False,False,False,True,4,1,evening,False,True,False,False
189,2010,1,8,20,226.0,-17,-12.0,1026.0,cv,1.79,0,0,2010-01-08 20:00:00,False,False,False,True,4,1,evening,False,True,False,False
190,2010,1,8,21,225.0,-18,-14.0,1027.0,NW,1.79,0,0,2010-01-08 21:00:00,False,True,False,False,4,1,evening,False,True,False,False
191,2010,1,8,22,168.0,-16,-9.0,1027.0,NW,4.92,0,0,2010-01-08 22:00:00,False,True,False,False,4,1,evening,False,True,False,False
192,2010,1,8,23,169.0,-16,-11.0,1027.0,NW,6.71,0,0,2010-01-08 23:00:00,False,True,False,False,4,1,evening,False,True,False,False
193,2010,1,9,0,165.0,-17,-13.0,1027.0,cv,0.89,0,0,2010-01-09 00:00:00,False,False,False,True,5,1,night,False,False,False,True
194,2010,1,9,1,159.0,-17,-13.0,1027.0,NW,3.13,0,0,2010-01-09 01:00:00,False,True,False,False,5,1,night,False,False,False,True
195,2010,1,9,2,167.0,-17,-14.0,1027.0,NW,4.92,0,0,2010-01-09 02:00:00,False,True,False,False,5,1,night,False,False,False,True
196,2010,1,9,3,196.0,-17,-15.0,1027.0,NW,8.05,0,0,2010-01-09 03:00:00,False,True,False,False,5,1,night,False,False,False,True
197,2010,1,9,4,169.0,-17,-13.0,1027.0,NW,9.84,0,0,2010-01-09 04:00:00,False,True,False,False,5,1,night,False,False,False,True
198,2010,1,9,5,155.0,-19,-16.0,1027.0,NW,13.86,0,0,2010-01-09 05:00:00,False,True,False,False,5,1,night,False,False,False,True
199,2010,1,9,6,119.0,-18,-15.0,1027.0,NW,17.88,0,0,2010-01-09 06:00:00,False,True,False,False,5,1,morning,False,False,True,False
200,2010,1,9,7,106.0,-19,-15.0,1027.0,NW,21.9,0,0,2010-01-09 07:00:00,False,True,False,False,5,1,morning,False,False,True,False
201,2010,1,9,8,93.0,-18,-14.0,1028.0,NW,25.92,0,0,2010-01-09 08:00:00,False,True,False,False,5,1,morning,False,False,True,False
202,2010,1,9,9,84.0,-18,-9.0,1029.0,NE,5.81,0,0,2010-01-09 09:00:00,True,False,False,False,5,1,morning,False,False,True,False
203,2010,1,9,10,73.0,-17,-7.0,1029.0,NE,11.62,0,0,2010-01-09 10:00:00,True,False,False,False,5,1,morning,False,False,True,False
204,2010,1,9,11,66.0,-17,-6.0,1030.0,NE,17.43,0,0,2010-01-09 11:00:00,True,False,False,False,5,1,morning,False,False,True,False
205,2010,1,9,12,40.0,-16,-6.0,1029.0,NE,23.24,0,0,2010-01-09 12:00:00,True,False,False,False,5,1,afternoon,True,False,False,False
206,2010,1,9,13,49.0,-16,-5.0,1029.0,NE,28.16,0,0,2010-01-09 13:00:00,True,False,False,False,5,1,afternoon,True,False,False,False
